,id,title,release_date,overview,popularity,vote_average,vote_count
7151,22582,Tom and Jerry: The Movie,1992-10-01,The popular cartoon cat and mouse are thrown into a feature film. The story has the twosome trying to help an orphan girl who is being berated and exploited by a greedy guardian.,15.753,6.3,503
7152,15037,Can't Hardly Wait,1998-06-12,"It's graduation day at Huntington Hills High, and you know what that means - time to party. And not just any party, either. This one will be a night to remember, as the nerds become studs, the jocks are humiliated, and freshman crushes blossom into grown-up romance.",10.7,6.3,454
7153,4917,A Boy and His Dog,1975-03-23,"Set in the year 2024 in post-apocalyptic America, 18-year old Vic and his telepathic dog, Blood, are scavengers in the desolate wilderness ravaged by World War IV, where survivors must battle for food and shelter in the desert-like wasteland. Vic and Blood eke out a meager existence, foraging for food and fighting gangs of cutthroats.",7.741,6.3,290
7154,2309,Inkheart,2008-12-11,"The adventures of a father and his young daughter, in their search for a long lost book that will help reunite a missing, close relative.",21.889,6.3,1923
7155,700391,65,2023-03-02,"65 million years ago, the only 2 survivors of a spaceship from Somaris that crash-landed on Earth must fend off dinosaurs and reach the escape vessel in time before an imminent asteroid strike threatens to destroy the planet.",1248.853,6.3,802
7156,451500,Christmas & Co.,2017-12-06,"Christmas is on its way and with it disaster. The 92,000 responsible for manufacturing children's toys all become sick at the same time! It's a tough moment for Santa, better known as Father Christmas. He's left no choice: he must make an emergency trip to Earth with his reindeer to search for a remedy. When he arrives, he must find some allies to save the magic of Christmas.",9.417,6.3,532
7157,87421,Riddick,2013-09-02,"Betrayed by his own kind and left for dead on a desolate planet, Riddick fights for survival against alien predators and becomes more powerful and dangerous than ever before. Soon bounty hunters from throughout the galaxy descend on Riddick only to find themselves pawns in his greater scheme for revenge. With his enemies right where he wants them, Riddick unleashes a vicious attack of vengeance before returning to his home planet of Furya to save it from destruction.",39.857,6.3,3675
7158,10612,The Englishman Who Went Up a Hill But Came Down a Mountain,1995-05-12,"When an English cartographer arrives in Wales to tell the residents of the Welsh village of Ffynnon Garw  that their 'mountain' is only a hill, the offended community sets out to remedy the situation.",8.626,6.3,254
7159,10410,Hoffa,1992-12-25,"A portrait of union leader James R. Hoffa, as seen through the eyes of his friend, Bobby Ciaro. The film follows Hoffa through his countless battles with the RTA and President Roosevelt.",10.22,6.3,265
7160,354216,The Devil's Candy,2017-03-17,A struggling painter is possessed by satanic forces after he and his young family move into their dream home in rural Texas.,8.219,6.3,571
7161,67748,Snowtown,2011-05-16,"Based on true events, 16 year-old Jamie falls in with his mother's new boyfriend and his crowd of self-appointed neighborhood watchmen, a relationship that leads to a spree of torture and murder.",7.687,6.3,255
7162,16820,F/X2,1991-04-16,"F/X man Rollie Tyler is now a toymaker. Mike, the ex-husband of his girlfriend Kim, is a cop. He asks Rollie to help catch a killer. The operation goes well until some unknown man kills both the killer and Mike. Mike's boss, Silak says it was the killer who killed Mike but Rollie knows it wasn't. Obviously, Silak is involved with Mike's death, so he calls on Leo McCarthy, the cop from the last movie, who is now a P.I., for help and they discover it's not just Silak they have to worry about.",7.711,6.3,218
7163,9968,The Big White,2005-10-27,"To remedy his financial problems, a travel agent has his eye on a frozen corpse, which just happens to be sought after by two hitmen.",11.59,6.3,257
7164,351454,Neruda,2016-08-11,"It’s 1948 and the Cold War has arrived in Chile. In the Congress, prominent Communist Senator and popular poet Pablo Neruda accuses the government of betraying the Party and is stripped of his parliamentary immunity by President González Videla. The Chief of Investigative Police instructs inspector Óscar Peluchonneau to arrest the poet. Neruda tries to escape from the country with his wife, the painter Delia del Carril, but they are forced to go underground.",8.579,6.3,235
7165,38448,Ondine,2009-09-14,An Irish fisherman discovers a woman in his fishing net believing her to be a mermaid.,7.555,6.3,267
7166,9605,Single White Female,1992-08-14,"Attractive Manhattanite Allison Jones has it all: a handsome beau, a rent-controlled apartment, and a promising career as a fashion designer. When boyfriend Sam proves unfaithful, Allison strikes out on her own but must use the classifieds to seek out a roommate in order to keep her spacious digs.",14.362,6.3,503
7167,810,Shrek the Third,2007-05-17,"The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",92.057,6.3,8045
7168,627290,Antebellum,2020-09-02,Successful author Veronica finds herself trapped in a horrifying reality and must uncover the mind-bending mystery before it's too late.,18.612,6.3,801
7169,413052,Hacker,2016-09-15,"Alex, an immigrant from Ukraine comes to Canada and becomes involved with an online criminal organization called Darkweb. What starts off as a way to help his parents financially, soon becomes a personal vendetta against the entire banking system, when his mother is fired from her job at the bank",17.973,6.3,262
7170,290595,The Huntsman: Winter's War,2016-04-06,"As two evil sisters prepare to conquer the land, two renegades—Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara—set out to stop them.",35.664,6.3,4482
7171,157845,The Rover,2014-06-04,"10 years after a global economic collapse, a hardened loner pursues the men who stole his car through the lawless wasteland of the Australian outback, aided by the brother of one of the thieves.",12.202,6.3,839
7172,16996,17 Again,2009-03-11,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",42.555,6.3,4644
7173,10951,Gorgeous,1999-02-12,"When Ah Bu, a girl from a small fishing town in Taiwan, finds a glass bottle with a romantic message, she travels to Hong Kong to find her prince charming. As it turns out, her prince charming, Albert, happens to be gay. But all is not lost when Ah Bu meets the dashing Chi Wu. Meanwhile, Ah Bu's boyfriend from Taiwan comes looking for her, as the action and romance follow Ah Bu back to Taiwan.",22.805,6.3,307
7174,10534,White Squall,1996-02-02,"In 1960, a hardy group of prep school students boards an old-fashioned sailing ship. With Capt. Christopher Sheldon at the helm, the oceangoing voyage is intended to teach the boys fortitude and discipline. But the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm.",10.848,6.3,298
7175,9440,Primary Colors,1998-03-20,"In this adaptation of the best-selling roman à clef about Bill Clinton's 1992 run for the White House, the young and gifted Henry Burton is tapped to oversee the presidential campaign of Governor Jack Stanton. Burton is pulled into the politician's colorful world and looks on as Stanton -- who has a wandering eye that could be his downfall -- contends with his ambitious wife, Susan, and an outspoken adviser, Richard Jemmons.",7.557,6.3,264
7176,7737,Resident Evil: Extinction,2007-09-20,"Years after the Racoon City catastrophe, survivors travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against hordes of zombies and the evil Umbrella Corp.",8.052,6.3,3665
7177,1649,Bill & Ted's Bogus Journey,1991-07-19,"Amiable slackers Bill and Ted are once again roped into a fantastical adventure when De Nomolos, a villain from the future, sends evil robot duplicates of the two lads to terminate and replace them. The robot doubles actually succeed in killing Bill and Ted, but the two are determined to escape the afterlife, challenging the Grim Reaper to a series of games in order to return to the land of the living.",10.705,6.3,1031
7178,13637,Sukiyaki Western Django,2007-09-15,"A nameless gunfighter arrives in a town ripped apart by rival gangs and, though courted by both to join, chooses his own path.",7.911,6.3,294
7179,9494,Look Who's Talking,1989-10-12,"Mollie is a single working mother who's out to find the perfect father for her child. Her baby, Mikey, prefers James, a cab driver turned babysitter who has what it takes to make them both happy. But Mollie won't even consider James. It's going to take all the tricks a baby can think of to bring them together before it's too late.",16.922,6.3,2063
7180,489939,Daphne & Velma,2018-04-29,"Before their eventual team-up with Scooby and the gang, bright and optimistic Daphne and whip-smart and analytical Velma are both mystery-solving teens who are best friends but have only met online - until now. Daphne has just transferred to Velma's school, Ridge Valley High, an incredible tech-savvy institute with all the latest gadgets provided by the school's benefactor, tech billionaire Tobias Bloom. And while competition is fierce among the students for a coveted internship at Bloom Innovative, Daphne and Velma dig beyond all the gadgets and tech to investigate what is causing some of the brightest students in school to disappear - only to emerge again in a zombie-fied state.",13.242,6.3,223
7181,214756,Ted 2,2015-06-25,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",88.372,6.3,6686
7182,134597,The Collection,2012-09-21,"Arkin escapes with his life from the vicious grips of ""The Collector"" during an entrapment party where he adds beautiful Elena to his ""Collection."" Instead of recovering from the trauma, Arkin is suddenly abducted from the hospital by mercenaries hired by Elena's wealthy father. Arkin is blackmailed to team up with the mercenaries and track down The Collector's booby trapped warehouse and save Elena.",12.157,6.3,884
7183,48395,Rare Exports: A Christmas Tale,2010-12-03,"Young Pietari lives with his reindeer-herding father in arctic Finland. On the eve of Christmas, a nearby excavation makes a frightening discovery and an evil Santa Claus is unleashed…",10.755,6.3,475
7184,28355,Case 39,2009-08-13,"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters.",22.737,6.3,2030
7185,25983,The House of the Devil,2009-10-30,"In the 1980s, college student Samantha Hughes takes a strange babysitting job that coincides with a full lunar eclipse. She slowly realizes her clients harbor a terrifying secret.",8.75,6.3,622
7186,12395,Thunderheart,1992-04-03,"An FBI man with Sioux background is sent to a reservation to help with a murder investigation, where he has to come to terms with his heritage.",7.969,6.3,216
7187,652483,Airplane Mode,2020-01-23,"When Ana, an influencer, crashes her car while talking on the phone, she's shipped to her grumpy grandfather's farm -- and forced into a digital detox.",10.947,6.3,666
7188,437557,Blockers,2018-03-14,"When three parents discover that each of their daughters have a pact to lose their virginity at prom, they launch a covert one-night operation to stop the teens from sealing the deal.",26.475,6.3,1807
7189,155084,13 Sins,2014-04-11,"Drowning in debt as he's about to get married, a bright but meek salesman receives a mysterious phone call informing him that he's on a hidden-camera game show where he must execute 13 tasks to receive a multi-million dollar cash prize.",21.441,6.3,960
7190,82650,Diary of a Wimpy Kid: Dog Days,2012-08-02,"It's summertime, and Greg Heffley is looking forward to playing video games and spending time with his friends. However, Greg's dad has other plans: He's decided that some father-son bonding time is in order. Desperate to prevent his dad from ruining summer vacation, Greg pretends he has a job at a ritzy country club. But Greg's plan backfires, leaving him in the middle of embarrassing mishaps and a camping trip gone wrong.",20.459,6.3,834
7191,70436,The Raven,2012-03-09,"A fictionalized account of the last days of Edgar Allan Poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories.",19.002,6.3,1196
7192,60599,Arbitrage,2012-09-14,"A troubled hedge fund magnate, desperate to complete the sale of his trading empire, makes an error that forces him to turn to an unlikely person for help.",10.128,6.3,744
7193,30874,The New York Ripper,1982-03-04,A burned-out New York police detective teams up with a college psychoanalyst to track down a vicious serial killer randomly stalking and killing various young women around the city.,7.928,6.3,229
7194,11671,Elegy,2008-08-08,"Cultural critic David Kepesh finds his life -- which he indicates is a state of ""emancipated manhood"" -- thrown into tragic disarray by Consuela Castillo, a well-mannered student who awakens a sense of sexual possessiveness in her teacher.",7.675,6.3,228
7195,4507,Jamon Jamon,1992-09-03,"Jose Luis is an executive at his parents underwear factory where his girlfriend Sylvia works on the shop floor. When Sylvia becomes pregnant, Jose Luis promises her that he will marry her, most likely against the wishes of his parents. Jose Luis' mother is determined to break her son's engagement to a girl from a lower-class family, and hires Raul, a potential underwear model and would-be bullfighter to seduce Sylvia.",17.455,6.3,290
7196,257346,Avengers Confidential: Black Widow & Punisher,2014-04-19,"When the Punisher takes out a black-market weapons dealer, he stumbles upon a far-reaching terrorist plot devised by a group known as Leviathan.",29.497,6.3,207
7197,71552,American Reunion,2012-04-04,"The characters we met a little more than a decade ago return to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t, and that time and distance can’t break the bonds of friendship.",70.236,6.3,4030
7198,27581,The Other Guys,2010-08-06,"Unlike their heroic counterparts on the force, desk-bound NYPD detectives Gamble and Hoitz garner no headlines as they work day to day. When a seemingly minor case turns out to be a big deal, the two cops get the opportunity to finally prove to their comrades that they have the right stuff.",34.85,6.3,3694
7199,25913,Balto II: Wolf Quest,2002-02-19,Balto and his daughter Aleu embark on a journey of adventure and self discovery.,19.519,6.3,475
7200,20421,Rock-A-Doodle,1991-08-02,"Chanticleer is a foolhardy farm rooster who believes his crows can actually make the sun come up and shine. When the sun rises one morning without Chanticleer's crow, he leaves the farm in disgrace and runs off to become a rock 'n' roll singer. But in his absence, a sinister, sunshine-hating owl prepares to take over.",13.18,6.3,230
7201,10358,Zack and Miri Make a Porno,2008-09-18,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",34.546,6.3,2086
7202,4953,Be Kind Rewind,2008-01-20,"A man whose brain becomes magnetized unintentionally destroys every tape in his friend's video store. In order to satisfy the store's most loyal renter, an aging woman with signs of dementia, the two men set out to remake the lost films.",9.019,6.3,1176
7203,760926,Gold,2022-01-13,"In the not-too-distant future, two drifters traveling through the desert stumble across the biggest gold nugget ever found and the dream of immense wealth and greed takes hold. They hatch a plan to excavate their bounty, with one man leaving to secure the necessary tools while the other remains with the gold. The man who remains must endure harsh desert elements, ravenous wild dogs, and mysterious intruders, while battling the sinking suspicion that he has been abandoned to his fate.",50.098,6.3,464
7204,384371,Roommates Wanted,2016-04-20,"When recently widowed, it is difficult to get used to a new life ... This is the case for Hubert Jacquin, who spends most of his time in his huge apartment, depressed, in front of his TV. One day, after a misunderstanding, his life will change. Manuela, a young and bubbly adventurer in search of a dwelling calls his home! At first reluctant, Hubert will quickly get used to the presence of this energy storm, who even manages to convince him to allow two other people to stay. There are many surprises in store for Hubert ...",6.37,6.3,329
7205,19901,Daybreakers,2009-10-01,"In the year 2019, a plague has transformed almost every human into a vampire. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vampires on a way to save humankind.",12.31,6.3,1736
7206,11352,Always,1989-12-22,"Aerial firefighter Pete risks himself and his vintage World War II airplane in a constant and death-defying quest to fight forest wildfires, much to the dismay of his girlfriend, Dorinda . His love for Dorinda and the advice of fellow pilot Al convince Pete to give up his perilous career, but he flies one last mission. Pete heroically saves Al's plane from certain destruction, but with supernatural consequences.",9.655,6.3,500
7207,9882,The Siege,1998-11-06,"The secret US abduction of a suspected terrorist from his Middle East homeland leads to a wave of terrorist attacks in New York.  An FBI senior agent and his team attempt to locate and decommission the enemy cells, but must also deal with an Army General gone rogue and a female CIA agent of uncertain loyalties.",9.058,6.3,1150
7208,9515,The Matador,2005-05-12,"The life of Danny Wright, a salesman forever on the road, veers into dangerous and surreal territory when he wanders into a Mexican bar and meets a mysterious stranger, Julian, who's very likely a hit man. Their meeting sets off a chain of events that will change their lives forever, as Wright is suddenly thrust into a far-from-mundane existence that he takes to surprisingly well … once he gets acclimated to it.",8.265,6.3,393
7209,3172,Bandits,2001-10-12,"After escaping from prison, Joe and Terry go on a crime spree, robbing banks through Oregon and California in order to finance their scheme for a new life south of the border. Unfortunately, things get more complicated when they meet Kate, who runs into them with her car. She joins the bandits on their cross-country spree, and eventually she steals something, too: their hearts.",11.833,6.3,856
7210,438259,Journey's End,2017-12-14,"Set in a dugout in Aisne in 1918, a group of British officers, led by the mentally disintegrating young officer Stanhope, variously await their fate.",11.331,6.3,246
7211,139651,Haute Cuisine,2012-09-17,The story of Danièle Delpeuch and how she was appointed as the private chef for François Mitterrand.,8.082,6.3,246
7212,124905,Godzilla,2014-05-14,"Ford Brody, a Navy bomb expert, has just reunited with his family in San Francisco when he is forced to go to Japan to help his estranged father, Joe. Soon, both men are swept up in an escalating crisis when an ancient alpha predator arises from the sea to combat malevolent adversaries that threaten the survival of humanity. The creatures leave colossal destruction in their wake, as they make their way toward their final battleground: San Francisco.",73.634,6.3,8138
7213,34813,The Losers,2010-04-23,"On a mission deep in the Bolivian jungle, a team of elite commandos finds itself on the receiving end of a lethal betrayal. Now presumed dead, the men join forces with a mysterious operative named Aisha to hunt down their enemy and even the score.",32.194,6.3,1596
7214,18892,Jawbreaker,1999-01-30,"When an exclusive clique of teenage socialites accidentally murder their best friend on the morning of her birthday, the three girls responsible conspire to hide the truth.",13.083,6.3,459
7215,49022,Something Borrowed,2011-05-05,"Though Rachel is a successful attorney and a loyal, generous friend, she is still single. After one drink too many at her 30th-birthday celebration, Rachel unexpectedly falls into bed with her longtime crush, Dex -- who happens to be engaged to her best friend, Darcy. Ramifications of the liaison threaten to destroy the women's lifelong friendship, while Ethan, Rachel's confidant, harbors a potentially explosive secret of his own.",13.224,6.3,936
7216,35019,Nanny McPhee and the Big Bang,2010-03-26,"Nanny McPhee appears at the door of a harried young mother who is trying to run the family farm while her husband is away at war. But once she’s arrived, Nanny discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant, Nanny uses her magic to teach her mischievous charges five new lessons.",27.633,6.3,1656
7217,16325,Echelon Conspiracy,2009-02-27,"Mysterious cell phone messages promise a young American engineer untold wealth - then make him the target of a deadly international plot. Dangerous security operatives chase the engineer across the globe, while a powerful government official pursues a mysterious agenda that threatens the stability of the entire world.",10.41,6.3,402
7218,11007,Cheaper by the Dozen,2003-12-24,"The Baker brood moves to Chicago after patriarch Tom gets a job coaching football at Northwestern University, forcing his writer wife, Mary, and the couple's 12 children to make a major adjustment. The transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous.",18.013,6.3,2535
7219,774741,Diary of a Wimpy Kid,2021-12-03,Greg Heffley is a scrawny but ambitious kid with an active imagination and big plans to be rich and famous – he just has to survive middle school first.,36.023,6.3,299
7220,10168,The Freshman,1990-07-20,"After a film student gets his belongings stolen, he meets a mobster bearing a startling resemblance to a certain cinematic godfather. Soon, he finds himself caught up in a caper involving endangered species and fine dining.",7.594,6.3,237
7221,9354,"Honey, I Shrunk the Kids",1989-06-23,The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.,24.73,6.3,2684
7222,4520,Sleuth,2007-10-12,"On his sprawling country estate, an aging writer matches wits with the struggling actor who has stolen his wife's heart.",9.699,6.3,461
7223,843794,JUNG_E,2023-01-20,"On an uninhabitable 22nd-century Earth, the outcome of a civil war hinges on cloning the brain of an elite soldier to create a robot mercenary.",364.629,6.3,436
7224,516700,Gundala,2019-08-29,"Sancaka has lived on the streets since his parents left him. Living a hard life, Sancaka survives by thinking about his own safety. When the condition of the city gets worse and injustice rages throughout the country, Sancaka must decide whether he continues to live to look after himself or rise to become their oppressed hero.",9.038,6.3,289
7225,15997,The Land Before Time: The Great Valley Adventure,1994-12-12,"After his tribe of herbivorous dinosaurs moves to the carnivore-free Peaceful Valley, young Littlefoot and his friends chase after a pair of dangerous dinosaurs stealing an egg from the village. While running, they accidentally cause a landslide that opens up their home to outsiders. When the egg they bring back and hatch reveals not one of their own, but a carnivorous tyrannosaurus, the youngsters decide to secretly raise it.",25.941,6.3,498
7226,13335,Harold & Kumar Escape from Guantanamo Bay,2008-04-25,"Having satisfied their urge for White Castle, Harold and Kumar jump on a plane to catch up with Harold's love interest, who's headed for the Netherlands. But the pair must change their plans when Kumar is accused of being a terrorist. Rob Corddry also stars in this wild comedy sequel that follows the hapless stoners' misadventures as they try to avoid being captured by the Department of Homeland Security.",14.231,6.3,1273
7227,10431,War,2007-08-24,"FBI agent Jack Crawford is out for revenge when his partner is killed and all clues point to the mysterious assassin Rogue. But when Rogue turns up years later to take care of some unfinished business, he triggers a violent clash of rival gangs. Will the truth come out before it's too late? And when the dust settles, who will remain standing?",29.629,6.3,1466
7228,323373,Deathgasm,2015-08-28,Two teenage boys unwittingly summon an ancient evil entity known as The Blind One by delving into black magic while trying to escape their mundane lives.,9.883,6.3,520
7229,10447,No Escape,1994-04-29,"In the year 2022, a ruthless prison warden has created the ultimate solution for his most troublesome and violent inmates: Absolom, a secret jungle island where prisoners are abandoned and left to die. But Marine Captain John Robbins, convicted of murdering a commanding officer, is determined to escape the island in order to reveal the truth behind his murderous actions and clear his name.",12.29,6.3,348
7230,1428,Once Upon a Time in Mexico,2003-09-11,"Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.",20.673,6.3,1913
7231,549294,Synchronic,2020-10-23,"Two New Orleans paramedics' lives are ripped apart after encountering a series of horrific deaths linked to a designer drug with bizarre, otherworldly effects.",20.932,6.3,666
7232,521934,The Witch in the Window,2018-07-23,"When Simon brings his twelve year-old son, Finn, to rural Vermont to help flip an old farmhouse, they encounter the malicious spirit of Lydia, a previous owner. And now with every repair they make - she's getting stronger.",7.453,6.3,210
7233,512019,In Family I Trust,2019-01-18,"Bea is a successful architect who lives in Barcelona (Catalonia, northeast to Spain) with her boyfriend and boss, Víctor, a CEO of an important company. During a night celebration of an important contract signed to make a skyscraper designed by Bea, in the bar appears the famous TV reporter and anchorwoman Rebecca Ramos, Victor's personal erotic fantasy. Not measuring the consequences of her actions due to the alcohol she drank, Bea makes a meeting between Víctor and Rebecca. When to the next day she wakes up, Víctor proposes to wed Bea and she accepts, but after she arrives to the job, Bea learns about a videotape where Víctor and Rebecca make the love in a car that it's in all TV channels. In front of all CEOs during a full meeting, Bea slaps Víctor and destroys her design, being fired from the job. Looking for a break, she travels her natal coastal town, Santa Clara, just to discover that her rest isn't so easy as it seems: her eccentric, free-spirited and eternal smiling mother ...",7.47,6.3,201
7234,334521,Free Fire,2017-03-31,"In 1970’s Boston, a meeting in a deserted warehouse between two gangs turns into a shoot-out and a game of survival.",16.106,6.3,977
7235,102780,Byzantium,2012-09-09,"Residents of a coastal town learn, with deadly consequences, the secret shared by the two mysterious women who have sought refuge at a local resort.",11.639,6.3,739
7236,11890,Oscar,1991-04-26,"Angelo ""Snaps"" Provolone made his dying father a promise on his deathbed: he would leave the world of crime and become an honest businessman. Despite having no experience in making money in a legal fashion, Snaps sets about to keep his promise.",11.475,6.3,423
7237,11484,Rollerball,1975-06-25,"In a corporate-controlled future, an ultra-violent sport known as Rollerball represents the world, and one of its powerful athletes is out to defy those who want him out of the game.",14.947,6.3,417
7238,1599,I ♥ Huckabees,2004-09-10,"A husband-and-wife team play detective, but not in the traditional sense. Instead, the happy duo helps others solve their existential issues, the kind that keep you up at night, wondering what it all means.",9.772,6.3,549
7239,571473,5 Is the Perfect Number,2019-08-29,"Peppino, a retired hitman for the Camorra, has now fully passed on his job and know-how to his single son, Nino. But when Nino is brutally assassinated, the old man is back in business to take revenge. Aside his everlasting love Rita and his longtime henchman Totò, Peppino will go to any lengths, even if it means bringing the Camorra down.",6.573,6.3,228
7240,255343,Escobar: Paradise Lost,2014-10-11,"For Pablo Escobar family is everything. When young surfer Nick falls for Escobar's niece, Maria, he finds his life on the line when he's pulled into the dangerous world of the family business.",17.562,6.3,717
7241,137321,Winter's Tale,2014-02-13,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",16.736,6.3,1228
7242,13757,Melody Time,1948-05-27,"In the grand tradition of Disney's great musical classics, Melody Time features seven timeless stories, each enhanced with high-spirited music and unforgettable characters. You'll be sure to tap your toes and clap your hands in this witty feast for the eyes and ears.",10.816,6.3,243
7243,10498,Point of No Return,1993-03-19,"Hardened criminal Maggie Hayward's consistent violence, even in police custody, ends in the execution chamber. However, top-secret US government agent 'Bob' arranges a staged death, so Maggie can be elaborately trained as a phantom killer and subdued into obedience.",9.975,6.3,608
7244,5072,Severance,2006-05-19,"Members of the Palisades Defense Corp. sales group arrive in Europe for a team-building exercise. A fallen tree blocks the route, and they must hike to their destination. However, a psychotic killer lurks in the woods, and he has a horrible fate in mind for each of the co-workers.",10.414,6.3,486
7245,760868,Black Crab,2022-03-18,"To end an apocalyptic war and save her daughter, a reluctant soldier embarks on a desperate mission to cross a frozen sea carrying a top-secret cargo.",42.44,6.3,668
7246,739990,Nightbooks,2021-09-15,"Alex, a boy obsessed with scary stories, is trapped by a witch in her modern, magical New York City apartment. His original hair-raising tales are the only thing keeping him safe as he desperately tries to find a way out of this twisted place.",33.444,6.3,305
7247,419499,What’s the Big Deal,2016-11-09,A young man challenges the web to offer money for a sex tape of him and his girlfriend to finance his work and finally be able to afford having a child. Is it really wrong to sell our own intimacy in order to be able to afford making our dreams come true?,6.271,6.3,266
7248,305470,Power Rangers,2017-03-23,"Saban's Power Rangers follows five ordinary teens who must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.",80.228,6.3,4092
7249,245706,True Story,2015-04-17,"A drama centered around the relationship between journalist Michael Finkel and Christian Longo, an FBI Most Wanted List murderer who for years lived outside the U.S. under Finkel's name.",8.639,6.3,1770
7250,49529,John Carter,2012-03-07,"John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.",56.095,6.3,5074
7251,515841,I Am Not an Easy Man,2018-04-13,"The chauvinist Damien wakes up in a world where women and men have their roles reversed in society, and everything is dominated by women.",13.171,6.3,934
7252,56374,I laureati,1995-12-22,"Four thirtysomething university students share a flat in Florence: Leonardo pursues beautiful Letizia, her brother Rocco works night shifts to pay for his rent, Bruno has to graduate to inherit his father-in-law's business (while cheating on his wife with her sister), and Pino dreams of becoming a stand-up comedian.",5.54,6.3,220
7253,18462,Night of the Comet,1984-11-16,"Two girls from the Valley wake up to find that a passing comet has eradicated their world and left behind a mysterious red-dust and a pack of cannibal mutants. With the help of a friendly truck driver, the girls save the earth from a villainous ""think tank,"" karate chop their way through flesh-eating zombies, and, of course, find time to go to the mall.",12.536,6.3,302
7254,9963,Premonition,2007-02-08,"A depressed housewife who learns her husband was killed in a car accident the day previously, awakens the next morning to find him alive and well at home, and then awakens the day after to a world in which he is still dead.",11.825,6.3,1376
7255,817,Austin Powers: The Spy Who Shagged Me,1999-06-08,"When diabolical genius Dr. Evil travels back in time to steal superspy Austin Powers's ‘mojo,’ Austin must return to the swingin' '60s himself - with the help of American agent, Felicity Shagwell - to stop the dastardly plan. Once there, Austin faces off against Dr. Evil's army of minions to try to save the world in his own unbelievably groovy way.",18.89,6.3,2927
7256,419680,Daddy's Home 2,2017-11-09,Brad and Dusty must deal with their intrusive fathers during the holidays.,25.799,6.3,2279
7257,11238,Aladdin and the King of Thieves,1996-05-20,"Legendary secrets are revealed as Aladdin and his friends—Jasmine, Abu, Carpet and, of course, the always entertaining Genie—face all sorts of terrifying threats and make some exciting last-minute escapes pursuing the King Of Thieves and his villainous crew.",29.596,6.3,1674
7258,142320,Viva l'Italia,2012-10-25,"The story of a leading political man, suddenly telling “all the truth” after a serious illness and therefore overwhelming lifes of anyone surrounding him…",5.839,6.3,331
7259,8856,The Karate Kid Part II,1986-06-18,"After discovering that his father is at death's door, Mr. Miyagi sets out to Japan, to see him with Daniel. Upon arriving, Miyagi must confront an old rival. Meanwhile, Daniel encounters a new love, and some new enemies.",28.215,6.3,1879
7260,800510,Kimi,2022-02-10,"A tech worker with agoraphobia discovers recorded evidence of a violent crime but is met with resistance when she tries to report it. Seeking justice, she must do the thing she fears the most: leave her apartment.",58.738,6.3,677
7261,291351,The Sea of Trees,2016-04-27,"In Japan's Aokigahara Forest, a troubled teacher meets a mysterious lost stranger who takes him on a life-changing journey of love and redemption.",7.751,6.3,441
7262,199373,The Frozen Ground,2013-07-11,An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events.,12.015,6.3,1295
