,Sr,Item Code,Item Name,Supplier / Department,PO No.,DC Number,MRR No.,Shipment No.,Lot No.,Potency,Requested Date,Receiving Date,Quantity ,UOM,Sample Date,Release Status,Rel / Rej / Hold Date,Manufacturer
10319,1105,1311-00037-1001,MASTER CARTON 07 - (ND) - Common Material,KHAN PACKAGES,17123,117,13385,,13745,-,2023-09-05 00:00:00,2023-10-31 00:00:00,725,Numbers,2023-11-01 00:00:00,Released,2023-11-01 00:00:00,
10320,1106,1311-00070-1001,MASTER CARTON 39 - (ND) - Common Material,KHAN PACKAGES,17556,117,13386,,13746,-,2023-10-27 00:00:00,2023-10-31 00:00:00,416,Numbers,2023-11-01 00:00:00,Released,2023-11-01 00:00:00,
10321,1107,1311-00072-1001,MASTER CARTON 41 - (ND) - Common Material,KHAN PACKAGES,17664,117,13387,,13747,-,2023-11-10 00:00:00,2023-10-31 00:00:00,156,Numbers,2023-11-01 00:00:00,Released,2023-11-07 00:00:00,
10322,1108,1113-00003-1001,"PLASTIC PLUG 500ml, 450ml, 60ml & 30ml - Common Material",METIER PLASTIC (PVT.) LIMITED,17218,23240145,13388,,13748,-,2023-11-20 00:00:00,2023-10-31 00:00:00,84000,Numbers,2023-11-01 00:00:00,Released,2023-11-07 00:00:00,
10323,1109,1301-00014-1001,PLASTIC CAP WHITE (WITHOUT BROOKES LOGO) - Common Material,METIER PLASTIC (PVT.) LIMITED,17218,23240145,13389,,13749,-,2023-11-20 00:00:00,2023-10-31 00:00:00,61100,Numbers,2023-11-01 00:00:00,Released,2023-11-03 00:00:00,
10324,1110,1112-00005-1001,PLASTIC ROUND BOTTLE 60ml MINOXIN SOLUTION - Common Material,METIER PLASTIC (PVT.) LIMITED,17270,23240144,13390,,13750,-,2023-09-25 00:00:00,2023-10-31 00:00:00,14550,Numbers,2023-11-01 00:00:00,Released,2023-12-01 00:00:00,
10325,1111,1301-00017-1001,PLASTIC CAP ROYAL BLUE COSMETIC - Common Material,METIER PLASTIC (PVT.) LIMITED,17270,23240144,13391,,13751,-,2023-09-25 00:00:00,2023-10-31 00:00:00,12500,Numbers,2023-11-01 00:00:00,Released,2023-11-03 00:00:00,
10326,1112,1308-00731-1002,CARTON HEPA-MERZ SYRUP 120ml C/P - (ND) - R1 - Local Pack C/P,METIER IMPRESSIONS (PVT) LTD.,17038,23240197,13392,,13752,-,2023-08-28 00:00:00,2023-10-31 00:00:00,45950,Numbers,2023-11-01 00:00:00,Released,2023-11-30 00:00:00,
10327,1113,1309-00262-1001,INSERT OMESEC CAPSULES - (ND) - R1 - Common Material,METIER IMPRESSIONS (PVT) LTD.,17477,23240194,13393,,13753,-,2023-10-20 00:00:00,2023-10-31 00:00:00,160000,Numbers,2023-11-01 00:00:00,Released,2023-11-03 00:00:00,
10328,1114,1309-00154-1001,INSERT PHLOGIN GROUP - (ND) - Common Material,METIER IMPRESSIONS (PVT) LTD.,17448,23240193,13394,,13754,-,2023-10-31 00:00:00,2023-10-31 00:00:00,215000,Numbers,2023-11-03 00:00:00,Released,2023-11-03 00:00:00,
10329,1115,1309-00353-1001,INSERT BAST TABLETS - (ND) - R1 - Common Material,METIER IMPRESSIONS (PVT) LTD.,17555,23240192,13395,,13755,-,2023-11-17 00:00:00,2023-10-31 00:00:00,26800,Numbers,2023-11-01 00:00:00,Released,2023-11-03 00:00:00,
10330,1116,1308-00405-1003,CARTON PHLOGIN 50 CAPSULES 2's - (ND) - Local Pack P/S,METIER IMPRESSIONS (PVT) LTD.,17540,23240190,13396,,13756,-,2023-10-31 00:00:00,2023-10-31 00:00:00,88000,Numbers,2023-11-01 00:00:00,Hold,2023-11-30 00:00:00,
10331,1117,1308-00606-1003,CARTON PK-MERZ TABLETS 2's P/S - (ND) - R1 - Local Pack P/S,METIER IMPRESSIONS (PVT) LTD.,17360,23240189,13397,,13757,-,2023-10-05 00:00:00,2023-10-31 00:00:00,23800,Numbers,2023-11-01 00:00:00,Released,2023-11-03 00:00:00,
10332,1118,1308-00873-2005,CARTON XIFAXA 550mg TABLETS 1x10's C/P - (Export) - Export Group 05,METIER IMPRESSIONS (PVT) LTD.,17498,23240191,13398,,13758,-,2023-10-15 00:00:00,2023-10-31 00:00:00,13070,Numbers,2023-11-01 00:00:00,Released,2023-11-03 00:00:00,
10333,1119,1308-00856-1002,CARTON BAST 10mg TABLETS 1x10's C/P - (ND) - R1 - Local Pack C/P,METIER IMPRESSIONS (PVT) LTD.,17555,23240188,13399,,13759,-,2023-11-17 00:00:00,2023-10-31 00:00:00,25600,Numbers,2023-11-01 00:00:00,Released,2023-11-03 00:00:00,
10334,1120,1308-00866-2015,CARTON CIPROFLOXACIN (GEN-CIPRO) 250mg C/P - (Export) - Export Group 15,METIER IMPRESSIONS (PVT) LTD.,17493,23240187,13400,,13760,-,2023-09-25 00:00:00,2023-11-01 00:00:00,2100,Numbers,2023-11-02 00:00:00,Released,2023-11-03 00:00:00,
10335,1121,1309-00262-1001,INSERT OMESEC CAPSULES - (ND) - R1 - Common Material,METIER IMPRESSIONS (PVT) LTD.,17477,23240200,13401,,13761,-,2023-10-20 00:00:00,2023-11-01 00:00:00,143000,Numbers,2023-11-02 00:00:00,Released,2023-11-03 00:00:00,
10336,1122,1309-00367-2005,INSERT XIFAXA 550mg TABLETS - (Export) - Export Group 05,METIER IMPRESSIONS (PVT) LTD.,17448,23240199,13402,,13762,-,2023-10-15 00:00:00,2023-11-01 00:00:00,16100,Numbers,2023-11-03 00:00:00,Released,2023-11-07 00:00:00,
10337,1123,1309-00165-1001,INSERT CONTRACTUBEX GEL - (ND) - Common Material,METIER IMPRESSIONS (PVT) LTD.,17555,23240202,13403,,13763,-,2023-10-30 00:00:00,2023-11-02 00:00:00,107400,Numbers,2023-11-03 00:00:00,Released,2023-11-07 00:00:00,
10338,1124,1309-00274-1001,INSERT DOXOFYL TABLET / SYRUP - Common Material,METIER IMPRESSIONS (PVT) LTD.,17555,23240202,13404,,13764,-,2023-10-30 00:00:00,2023-11-02 00:00:00,26800,Numbers,2023-11-10 00:00:00,Released,2023-11-10 00:00:00,
10339,1125,1306-00001-1001,SPRAY PUMP - Common Material,NINGBO STEPS IMPORT & EXPORT CO. LTD.,14726,SL12023,13406,1141.1,13766,-,2022-09-01 00:00:00,2023-11-02 00:00:00,75000,Numbers,2023-11-03 00:00:00,Released,2023-11-07 00:00:00,
10340,1126,1107-00002-1001,PILFER PROOF ALLUMINIUM CAP 25mm - (ND) - Common Material,IDEAPAC,16903,1103/01,13409,,13769,-,2023-08-07 00:00:00,2023-11-03 00:00:00,110000,Numbers,2023-11-06 00:00:00,Rejected Material,2023-11-06 00:00:00,
10341,1127,1107-00002-1001,PILFER PROOF ALLUMINIUM CAP 25mm - (ND) - Common Material,IDEAPAC,16903,1103/01,13409,,13769,-,2023-08-07 00:00:00,2023-11-03 00:00:00,110000,Numbers,2023-11-06 00:00:00,Rejected Material,2023-11-06 00:00:00,
10342,1128,1102-00007-1001,UNPRINTED COLD FORMING FOIL 212mm - Common Material,ALLIED TRADING & PACKAGING COMPANY,17342,16186,13410,1219.1,13770,-,2023-09-05 00:00:00,2023-11-03 00:00:00,473.3,Kilogram,2023-11-03 00:00:00,Released,2023-11-03 00:00:00,
10343,1129,1311-00053-1001,MASTER CARTON 27 WITH PARTITION - (ND) - Common Material,KHAN PACKAGES,17556,118,13411,,13771,-,2023-11-15 00:00:00,2023-11-03 00:00:00,5300,Numbers,2023-11-03 00:00:00,Released,2023-11-03 00:00:00,
10344,1130,1311-00053-1001,MASTER CARTON 27 WITH PARTITION - (ND) - Common Material,KHAN PACKAGES,17556,119,13412,,13772,-,2023-11-15 00:00:00,2023-11-03 00:00:00,4500,Numbers,2023-11-03 00:00:00,Released,2023-11-03 00:00:00,
10345,1131,1307-00051-1002,STICKER PYODINE SOLUTION 60ml - Local Pack C/P,AN TRADERS,17196,1462,13413,,13773,-,2023-08-31 00:00:00,2023-11-03 00:00:00,503400,Numbers,2023-11-06 00:00:00,Released,2023-11-13 00:00:00,
10346,1132,1311-00070-1001,MASTER CARTON 39 - (ND) - Common Material,KHAN PACKAGES,17346,122,13414,,13774,-,2023-09-29 00:00:00,2023-11-06 00:00:00,1000,Numbers,2023-11-07 00:00:00,Released,2023-11-07 00:00:00,
10347,1133,1311-00070-1001,MASTER CARTON 39 - (ND) - Common Material,KHAN PACKAGES,17556,122,13415,,13775,-,2023-10-27 00:00:00,2023-11-06 00:00:00,1006,Numbers,2023-11-07 00:00:00,Released,2023-11-10 00:00:00,
10348,1134,1311-00032-1001,MASTER CARTON 02 - (ND) - Common Material,KHAN PACKAGES,17362,121,13416,,13776,-,2023-10-10 00:00:00,2023-11-06 00:00:00,4994,Numbers,2023-11-07 00:00:00,Released,2023-11-13 00:00:00,
10349,1135,1311-00039-1001,MASTER CARTON 09 - (ND) - Common Material,KHAN PACKAGES,17556,121,13417,,13777,-,2023-11-15 00:00:00,2023-11-06 00:00:00,2200,Numbers,2023-11-07 00:00:00,Released,2023-11-07 00:00:00,
10350,1136,1311-00053-1001,MASTER CARTON 27 WITH PARTITION - (ND) - Common Material,KHAN PACKAGES,17556,121,13418,,13778,-,2023-11-15 00:00:00,2023-11-06 00:00:00,214,Numbers,2023-11-07 00:00:00,Released,2023-11-28 00:00:00,
10351,1137,1113-00003-1001,"PLASTIC PLUG 500ml, 450ml, 60ml & 30ml - Common Material",METIER PLASTIC (PVT.) LIMITED,17218,23240147,13419,,13779,-,2023-11-20 00:00:00,2023-11-06 00:00:00,94000,Numbers,2023-11-07 00:00:00,Released,2023-11-07 00:00:00,
10352,1138,1309-00227-2014,INSERT CLOVIREX CREAM 5% ( EXPORT ) - Export Group 14,METIER IMPRESSIONS (PVT) LTD.,17665,23240209,13420,,13780,-,2023-11-20 00:00:00,2023-11-06 00:00:00,5300,Numbers,2023-11-10 00:00:00,Released,2023-11-10 00:00:00,
10353,1139,1112-00006-1001,PLASTIC ROUND BOTTLE 500ml / 450ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17218,23240146,13421,,13781,-,2023-10-20 00:00:00,2023-11-07 00:00:00,3290,Numbers,2023-11-08 00:00:00,Released,2023-11-10 00:00:00,
10354,1140,1106-00007-1001,FLIP OFF SEAL RED 32mm - Common Material,IFTEKHAR INTERNATIONAL,17388,833,13422,,13782,-,2023-11-07 00:00:00,2023-11-07 00:00:00,9000,Numbers,2023-11-08 00:00:00,Released,2023-11-20 00:00:00,
10355,1141,1106-00007-1001,FLIP OFF SEAL RED 32mm - Common Material,IFTEKHAR INTERNATIONAL,17246,832,13423,,13783,-,2023-09-25 00:00:00,2023-11-07 00:00:00,1000,Numbers,2023-11-08 00:00:00,Released,2023-11-20 00:00:00,
10356,1142,1309-00364-2015,INSERT ACICLOVIR (CLOVIREX) TABLETS - (Export) - Export Group 15,METIER IMPRESSIONS (PVT) LTD.,17720,23240216,13428,,13789,-,2023-11-10 00:00:00,2023-11-08 00:00:00,765,Numbers,2023-11-10 00:00:00,Released,2023-11-13 00:00:00,
10357,1143,1112-00007-1001,PLASTIC ROUND BOTTLE 60ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240148,13429,,13790,-,2024-01-02 00:00:00,2023-11-08 00:00:00,108000,Numbers,2023-11-10 00:00:00,Released,2023-11-10 00:00:00,
10358,1144,1112-00007-1001,PLASTIC ROUND BOTTLE 60ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240150,13432,,13795,-,2024-01-02 00:00:00,2023-11-08 00:00:00,64000,Numbers,2023-11-10 00:00:00,Released,2023-11-14 00:00:00,
10359,1145,1301-00014-1001,PLASTIC CAP WHITE (WITHOUT BROOKES LOGO) - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240150,13433,,13796,-,2024-01-02 00:00:00,2023-11-08 00:00:00,199500,Numbers,2023-11-10 00:00:00,Released,2023-11-10 00:00:00,
10360,1146,1112-00007-1001,PLASTIC ROUND BOTTLE 60ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240149,13434,,13798,-,2024-01-02 00:00:00,2023-11-08 00:00:00,107450,Numbers,2023-11-10 00:00:00,Released,2023-11-10 00:00:00,
10361,1147,1309-00148-1001,INSERT GEN-LEVO (UNFOLDED) - (ND) - Common Material,METIER IMPRESSIONS (PVT) LTD.,17665,23240223,13435,,13799,-,2023-11-06 00:00:00,2023-11-08 00:00:00,163500,Numbers,2023-11-10 00:00:00,Released,2023-11-14 00:00:00,
10362,1148,1107-00002-1001,PILFER PROOF ALLUMINIUM CAP 25mm - (ND) - Common Material,IDEAPAC,16903,1110/01,13439,,13804,-,2023-08-07 00:00:00,2023-11-10 00:00:00,54000,Numbers,2023-11-10 00:00:00,Released,2023-11-10 00:00:00,
10363,1149,1112-00007-1001,PLASTIC ROUND BOTTLE 60ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240153,13440,,13805,-,2024-01-02 00:00:00,2023-11-10 00:00:00,108000,Numbers,2023-11-13 00:00:00,Released,2023-11-14 00:00:00,
10364,1150,1108-00001-1001,GLASS BOTTLE AMBER 120ml - Common Material,GHANI GLASS LIMITED,17036,13297850,13448,,13814,-,2023-08-28 00:00:00,2023-11-14 00:00:00,82500,Numbers,2023-11-14 00:00:00,Released,2023-11-17 00:00:00,
10365,1151,1112-00007-1001,PLASTIC ROUND BOTTLE 60ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240155,13454,,13819,-,2024-01-02 00:00:00,2023-11-14 00:00:00,107500,Numbers,2023-11-15 00:00:00,Released,2023-11-20 00:00:00,
10366,1152,1112-00007-1001,PLASTIC ROUND BOTTLE 60ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240156,13455,,13820,-,2024-01-02 00:00:00,2023-11-14 00:00:00,4000,Numbers,2023-11-15 00:00:00,Released,2023-11-20 00:00:00,
10367,1153,1113-00003-1001,"PLASTIC PLUG 500ml, 450ml, 60ml & 30ml - Common Material",METIER PLASTIC (PVT.) LIMITED,17726,23240156,13456,,13821,-,2024-01-02 00:00:00,2023-11-14 00:00:00,242500,Numbers,2023-11-15 00:00:00,Released,2023-11-20 00:00:00,
10368,1154,1301-00014-1001,PLASTIC CAP WHITE (WITHOUT BROOKES LOGO) - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240156,13457,,13822,-,2024-01-02 00:00:00,2023-11-14 00:00:00,375200,Numbers,2023-11-15 00:00:00,Released,2023-11-23 00:00:00,
10369,1155,1112-00007-1001,PLASTIC ROUND BOTTLE 60ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240157,13460,,13825,-,2024-01-02 00:00:00,2023-11-15 00:00:00,18000,Numbers,2023-11-16 00:00:00,Released,2023-11-20 00:00:00,
10370,1156,1112-00006-1001,PLASTIC ROUND BOTTLE 500ml / 450ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240157,13461,,13826,-,2024-01-02 00:00:00,2023-11-15 00:00:00,14400,Numbers,2023-11-16 00:00:00,Released,2023-11-20 00:00:00,
10371,1157,1107-00002-1001,PILFER PROOF ALLUMINIUM CAP 25mm - (ND) - Common Material,IDEAPAC,16903,,13462,,13827,-,2023-08-07 00:00:00,2023-11-15 00:00:00,102000,Numbers,2023-11-16 00:00:00,Released,2023-11-17 00:00:00,
10372,1158,1112-00006-1001,PLASTIC ROUND BOTTLE 500ml / 450ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240160,13465,,13830,-,2024-01-02 00:00:00,2023-11-16 00:00:00,17280,Numbers,2023-11-17 00:00:00,Released,2023-11-20 00:00:00,
10373,1159,1112-00007-1001,PLASTIC ROUND BOTTLE 60ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240159,13466,,13831,-,2024-01-02 00:00:00,2023-11-16 00:00:00,100000,Numbers,2023-11-17 00:00:00,Released,2023-11-20 00:00:00,
10374,1160,1112-00006-1001,PLASTIC ROUND BOTTLE 500ml / 450ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240159,13467,,13832,-,2024-01-02 00:00:00,2023-11-16 00:00:00,1280,Numbers,2023-11-17 00:00:00,Released,2023-11-20 00:00:00,
10375,1161,1112-00006-1001,PLASTIC ROUND BOTTLE 500ml / 450ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240161,13469,,13837,-,2024-01-02 00:00:00,2023-11-17 00:00:00,17280,Numbers,2023-11-20 00:00:00,Released,2023-11-22 00:00:00,
10376,1162,1112-00006-1001,PLASTIC ROUND BOTTLE 500ml / 450ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240162,13471,,13839,-,2024-01-02 00:00:00,2023-11-17 00:00:00,2560,Numbers,2023-11-20 00:00:00,Released,2023-11-22 00:00:00,
10377,1163,1301-00014-1001,PLASTIC CAP WHITE (WITHOUT BROOKES LOGO) - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240162,13472,,13840,-,2024-01-02 00:00:00,2023-11-17 00:00:00,190700,Numbers,2023-11-20 00:00:00,Released,2023-11-22 00:00:00,
10378,1164,1309-00291-1001,INSERT HEPA-MERZ GROUP - (ND) - R1 - Common Material,METIER IMPRESSIONS (PVT) LTD.,17599,23240241,13473,,13841,-,2023-11-08 00:00:00,2023-11-17 00:00:00,327200,Numbers,2023-11-20 00:00:00,Released,2023-11-22 00:00:00,
10379,1165,1309-00111-1001,INSERT GEN-CIPRO (UNFOLDED) - (ND) - Common Material,METIER IMPRESSIONS (PVT) LTD.,17637,23240242,13474,,13842,-,2023-12-04 00:00:00,2023-11-17 00:00:00,54000,Numbers,2023-11-20 00:00:00,Released,2023-11-22 00:00:00,
10380,1166,1309-00097-1001,INSERT ARNIL-P 50MG TABLET - (ND) - Common Material,METIER IMPRESSIONS (PVT) LTD.,17637,23240242,13475,,13843,-,2023-11-16 00:00:00,2023-11-17 00:00:00,26600,Numbers,2023-11-20 00:00:00,Released,2023-11-22 00:00:00,
10381,1167,1309-00149-1001,INSERT GEN-CIPRO (FOLDED) - (ND) - Common Material,METIER IMPRESSIONS (PVT) LTD.,17637,23240242,13476,,13844,-,2023-12-04 00:00:00,2023-11-17 00:00:00,54000,Numbers,2023-11-20 00:00:00,Released,2023-11-22 00:00:00,
10382,1168,1109-00046-1001,GLASS AMPOULE CLEAR PYROLATE INJECTION 1ml - (ND) - Common Material,METIER AMPOULE (PVT.) LIMITED,17685,23240729,13478,,13847,-,2023-11-15 00:00:00,2023-11-20 00:00:00,257175,Numbers,2023-11-20 00:00:00,Released,2023-12-01 00:00:00,
10383,1169,1307-00319-2002,STICKER LACTULOSE (B-LACT) SYRUP 120ml C/P - (Export) - (ND) - Export Group 02,AN TRADERS,17780,1469,13481,,13850,-,2023-12-05 00:00:00,2023-11-20 00:00:00,120000,Numbers,2023-11-27 00:00:00,Released,2023-11-28 00:00:00,
10384,1170,1301-00003-1001,PLASTIC CAP BLUE 50ml NON-STERILE - Common Material,METIER PLASTIC (PVT.) LIMITED,17218,23240164,13482,,13851,-,2023-09-18 00:00:00,2023-11-20 00:00:00,98300,Numbers,2023-11-21 00:00:00,Released,2023-11-22 00:00:00,
10385,1171,1112-00007-1001,PLASTIC ROUND BOTTLE 60ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240163,13483,,13852,-,2024-01-02 00:00:00,2023-11-20 00:00:00,86000,Numbers,2023-11-21 00:00:00,Released,2023-11-22 00:00:00,
10386,1172,1308-00685-1002,CARTON DOXOFYL SYRUP 60ml C/P - Local Pack C/P,METIER IMPRESSIONS (PVT) LTD.,17555,23240247,13484,,13854,-,2023-10-30 00:00:00,2023-11-21 00:00:00,25000,Numbers,2023-11-22 00:00:00,Released,2023-11-25 00:00:00,
10387,1173,1309-00207-1001,INSERT MOXITIER - Common Material,METIER IMPRESSIONS (PVT) LTD.,17720,23240249,13485,,13855,-,2023-12-05 00:00:00,2023-11-21 00:00:00,26600,Numbers,2023-11-27 00:00:00,Released,2023-11-28 00:00:00,
10388,1174,1309-00306-2011,INSERT SENSOCAIN SPINAL INJECTION (EXPORT) - Export Group 11,METIER IMPRESSIONS (PVT) LTD.,17689,23240251,13486,,13857,-,2023-11-15 00:00:00,2023-11-21 00:00:00,10600,Numbers,2023-11-27 00:00:00,Released,2023-11-28 00:00:00,
10389,1175,1309-00370-2002,INSERT LEVOCIT TABLETS (Export) - (ND) - R1 - Export Group 02,METIER IMPRESSIONS (PVT) LTD.,17771,23240250,13487,,13858,-,2023-12-05 00:00:00,2023-11-21 00:00:00,16200,Numbers,2023-11-27 00:00:00,Released,2023-11-28 00:00:00,
10390,1176,1109-00109-1001,GLASS AMPOULE CLEAR STERILE WATER FOR INJECTION 10ml - (ND) - R1 - Common Material,METIER AMPOULE (PVT.) LIMITED,17685,23240737,13488,,13859,-,2023-11-20 00:00:00,2023-11-21 00:00:00,514050,Numbers,2023-11-22 00:00:00,Released,2023-11-25 00:00:00,
10391,1177,1307-00051-1002,STICKER PYODINE SOLUTION 60ml - Local Pack C/P,AN TRADERS,17196,1470,13489,,13860,-,2023-08-31 00:00:00,2023-11-22 00:00:00,220000,Numbers,2023-11-22 00:00:00,Released,2023-11-23 00:00:00,
10392,1178,1109-00102-1001,GLASS AMPOULE CLEAR ACURON INJECTION 3ml - (ND) - R1 - Common Material,METIER AMPOULE (PVT.) LIMITED,17685,23240741,13490,,13861,-,2023-12-15 00:00:00,2023-11-22 00:00:00,201825,Numbers,2023-11-23 00:00:00,Released,2023-11-25 00:00:00,
10393,1179,1109-00103-1001,GLASS AMPOULE CLEAR ACURON INJECTION 5ml - (ND) - R1 - Common Material,METIER AMPOULE (PVT.) LIMITED,17685,23240741,13491,,13862,-,2023-11-25 00:00:00,2023-11-22 00:00:00,209000,Numbers,2023-11-23 00:00:00,Released,2023-11-25 00:00:00,
10394,1180,1311-00039-1001,MASTER CARTON 09 - (ND) - Common Material,KHAN PACKAGES,17717,125,13492,,13863,-,2023-12-05 00:00:00,2023-11-22 00:00:00,327,Numbers,2023-11-23 00:00:00,Released,2023-11-25 00:00:00,
10395,1181,1311-00055-1001,MASTER CARTON 29 - (ND) - Common Material,KHAN PACKAGES,17362,125,13493,,13864,-,2023-10-10 00:00:00,2023-11-22 00:00:00,3028,Numbers,2023-11-23 00:00:00,Released,2023-11-23 00:00:00,
10396,1182,1109-00052-1001,GLASS AMPOULE AMBER SENSOCAIN SPINAL INJECTION 2ml - (ND) - Common Material,METIER AMPOULE (PVT.) LIMITED,17685,23240742,13494,,13865,-,2023-12-10 00:00:00,2023-11-22 00:00:00,78975,Numbers,2023-11-23 00:00:00,Released,2023-11-25 00:00:00,
10397,1183,1311-00035-1001,MASTER CARTON 05 - (ND) - Common Material,KHAN PACKAGES,17778,126,13495,,13866,-,2023-12-28 00:00:00,2023-11-22 00:00:00,2000,Numbers,2023-11-23 00:00:00,Released,2023-11-23 00:00:00,
10398,1184,1311-00035-1001,MASTER CARTON 05 - (ND) - Common Material,KHAN PACKAGES,17778,127,13496,,13867,-,2023-12-28 00:00:00,2023-11-22 00:00:00,958,Numbers,2023-11-23 00:00:00,Released,2023-11-25 00:00:00,
10399,1185,1311-00039-1001,MASTER CARTON 09 - (ND) - Common Material,KHAN PACKAGES,17717,127,13497,,13868,-,2023-12-05 00:00:00,2023-11-22 00:00:00,430,Numbers,2023-11-23 00:00:00,Released,2023-11-25 00:00:00,
10400,1186,1108-00002-1001,GLASS BOTTLE AMBER 60ml - Common Material,GHANI GLASS LIMITED,17558,13300908,13506,,13877,-,2023-10-30 00:00:00,2023-11-23 00:00:00,24934,Numbers,2023-11-23 00:00:00,Released,2023-11-29 00:00:00,
10401,1187,1108-00001-1001,GLASS BOTTLE AMBER 120ml - Common Material,GHANI GLASS LIMITED,17036,13300909,13507,,13878,-,2023-08-28 00:00:00,2023-11-23 00:00:00,67320,Numbers,2023-11-23 00:00:00,Released,2023-11-28 00:00:00,
10402,1188,1307-00051-1002,STICKER PYODINE SOLUTION 60ml - Local Pack C/P,AN TRADERS,17196,1471,13508,,13880,-,2023-08-31 00:00:00,2023-11-23 00:00:00,357500,Numbers,2023-11-24 00:00:00,Released,2023-11-28 00:00:00,
10403,1189,1307-00051-1002,STICKER PYODINE SOLUTION 60ml - Local Pack C/P,AN TRADERS,17196,1472,13509,,13881,-,2023-08-31 00:00:00,2023-11-23 00:00:00,330000,Numbers,2023-11-24 00:00:00,Released,2023-11-28 00:00:00,
10404,1190,1301-00005-1001,PLASTIC CAP BROWN COSMETIC - Common Material,METIER PLASTIC (PVT.) LIMITED,17826,23240168,13510,,13882,-,2023-12-15 00:00:00,2023-11-23 00:00:00,1000,Numbers,2023-11-24 00:00:00,Released,2023-11-25 00:00:00,
10405,1191,1311-00053-1001,MASTER CARTON 27 WITH PARTITION - (ND) - Common Material,KHAN PACKAGES,17778,129,13514,,13885,-,2023-12-10 00:00:00,2023-11-24 00:00:00,10214,Numbers,2023-11-24 00:00:00,Released,2023-11-28 00:00:00,
10406,1192,1109-00106-1001,GLASS AMPOULE AMBER SENSOCAIN INJECTION 10ml - (ND) - R1 - Common Material,METIER AMPOULE (PVT.) LIMITED,17685,23240752,13515,,13887,-,2023-12-10 00:00:00,2023-11-24 00:00:00,48276,Numbers,2023-11-25 00:00:00,Released,2023-11-28 00:00:00,
10407,1193,1112-00006-1001,PLASTIC ROUND BOTTLE 500ml / 450ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240170,13516,,13888,-,2024-01-02 00:00:00,2023-11-24 00:00:00,4130,Numbers,2023-11-25 00:00:00,Released,2023-11-28 00:00:00,
10408,1194,1308-00416-1002,CARTON PYODINE GEL 20gm C/P - (ND) - Local Pack C/P,METIER IMPRESSIONS (PVT) LTD.,17360,23240255,13517,,13889,-,2023-10-20 00:00:00,2023-11-24 00:00:00,101400,Numbers,2023-11-25 00:00:00,Released,2023-11-30 00:00:00,
10409,1195,1308-00589-2014,CARTON CLOVIREX CREAM 5% 10gm C/P (EXPORT ) - Export Group 14,METIER IMPRESSIONS (PVT) LTD.,17686,23240257,13518,,13890,-,2023-11-20 00:00:00,2023-11-24 00:00:00,6000,Numbers,2023-11-25 00:00:00,Released,2023-11-30 00:00:00,
10410,1196,1309-00369-2002,INSERT LACTULOSE (B-LACT) SYRUP - (Export) - (ND) - Export Group 02,METIER IMPRESSIONS (PVT) LTD.,17771,23240258,13519,,13892,-,2023-12-05 00:00:00,2023-11-24 00:00:00,131200,Numbers,2023-12-01 00:00:00,Released,2023-12-02 00:00:00,
10411,1197,1309-00155-1001,INSERT PHLOGIN GEL - (ND) - Common Material,METIER IMPRESSIONS (PVT) LTD.,17771,23240258,13520,,13893,-,2023-12-11 00:00:00,2023-11-24 00:00:00,107600,Numbers,2023-11-25 00:00:00,Released,2023-11-30 00:00:00,
10412,1198,1309-00123-1001,INSERT NEZOCIN GROUP - (ND) - Common Material,METIER IMPRESSIONS (PVT) LTD.,16495,23240259,13521,,13894,-,2023-05-10 00:00:00,2023-11-24 00:00:00,26740,Numbers,2023-11-25 00:00:00,Released,2023-11-30 00:00:00,
10413,1199,1308-00564-1003,CARTON MOXITIER 400mg TABLETS 1X1's P/S - Local Pack P/S,METIER IMPRESSIONS (PVT) LTD.,17689,23240256,13522,,13896,-,2023-12-11 00:00:00,2023-11-24 00:00:00,25670,Numbers,2023-11-25 00:00:00,Released,2023-12-01 00:00:00,
