Req. Status,Fusion PR. No,PO. No,PR. Line No,Department,PR No,PR Date,Item Code,Item Name,UOM,Qty,Delivery Date,Buyer,Description
APPROVED,29282,,1,Cephalosporin Packaging,6915,28/11/23,5113-00073-0000,CARTRIDGE HEATER 220 VOLT 40 WATT SIZE: 9mm x 38mm,NOS,4,7/11/2023,,REQUIRED REPLACEMENT/SPARE PART FOR LABELLER OF CEPH & PYODINE. STERILE PACKAGING.
APPROVED,27864,,10,Packaging (Common),6445,5/6/2023,5222-00187-0000,BALL BEARING 512122A,NOS,2,14/04/23,,URGENTLY REQUIRED FOR REPAIRING OF PIPE OF OVERHEAD TANK AT PLOT-58
APPROVED,27849,,33,Packaging (Common),6454,5/6/2023,5231-00295-0000,TIMING BELT T10 WIDTH: 16mm LENGTH: 610mm,NOS,1,3/5/2023,,URGENTLY REQUIRED FOR BQS BLISTER MACHINE.
APPROVED,28677,,96,Admin Common,6678,7/9/2023,6203-00362-0000,PISTON FOR VEHICLE,NOS,1,24/07/23,,ARRANGED REPAIR & MAINTENANCE OF BROOKES VEHICLES
APPROVED,28682,,47,Packaging (Common),6665,7/9/2023,5114-00082-0000,RELAY SOLID STATE  24-600VC - 40A,NOS,3,24/07/23,,URGENTLY REQUIRED REPLACEMENT OF PART AT GEL MACHINE. PACKAGING DEPARTMENT
APPROVED,28715,,38,Utilities,6675,7/9/2023,5122-01462-0000,SOLDER ROD SILVER,NOS,6,17/08/23,,URGENTLY REQUIRED REPLACEMENT OF PART AT LABELING MACHINE CEPH STERILE PRODUCTION.  
APPROVED,28697,,7,Sterile (Common),6676,7/9/2023,4209-00274-0000,INTEGERATED PACKING MACHINE COMPLETE WITH STRAPPING MACHINE AND CONVEYOR - (NAL),NOS,1,26/07/23,,REQUIRED FOR NEW CARRIER CHILLER FOR STERILE.
APPROVED,29223,,3,Admin Common,6955,28/11/23,6301-00129-0000,HDMI VIDEO SWITCHER (1+3),NOS,1,14/11/23,,ARRANGED CCTV ITEMS FOR BROOKES.
APPROVED,29384,,2,Packaging (Common),6989,28/11/23,5234-01726-0000,SHAFT S.S 316L DIA: 17mm CHAIN WHEEL DIA: 27mm LENGTH: 135mm INCLUDING SQUARE SHAFT END,NOS,2,15/11/23,Atif Salam,REQUIRED FOR AIR RINSER OF SYRUP FILLING LINE.
APPROVED,29538,,7,Sterile (Common),6875,28/11/23,4205-00103-0000,NVR 32 CHANNEL PART NO: VNR 5232-4Ks2 BRAND: DAUHA,NOS,1,24/11/23,,REQUIRED FOR NAL (CCTV SYSTEM)
APPROVED,29435,,1,Warehouse,6878,28/11/23,5115-00147-0000,OIL PRESSURE SENSOR FOR 100 KVA GENSET,NOS,1,23/11/23,,URGENTLY REQUIRED REPLACEMENT OF FAULTY PART AT RENTAL WAREHOUSE D.G SET
APPROVED,,,3,International Business - Head Office,7081,3/1/2024,6451-00677-0000,"TABLE PLANNER 2024 SIZE: 15"" x 20"", 4 COLOR PRINTING - PYODINE / OXOFERIN - EXPORT",NOS,250,10/1/2024,Atif Salam,PM
APPROVED,,,10,International Business - Head Office,7081,3/1/2024,6451-00692-0000,TISSUE BOX - BROKOMOL / GEN-LEVO - YEMEN,NOS,500,10/1/2024,Atif Salam,PM
APPROVED,,,1,Engineering (Common),7160,16/01/24,5304-00463-0000,"BAG FILTER BOX G.I. 22swg, SIZE: 60"" x 60""",NOS,2,23/01/24,Atif Salam,REQUIRED FOR DUCTING WORKS IN PACKAGING HALL.
APPROVED,,,1,Engineering (Common),7229,24/01/24,5122-01515-0000,CONDUCTIVITY CONTROLLER MODEL: ATSCD1000-N1 WITH SENSOR CDS-1002L,NOS,1,31/01/24,Atif Salam,REQUIRED REPLACEMENT OF PART AT RO PLANT NON CEPH STERILE PRODUCTION
APPROVED,,,7,,4134,6/12/2019,1001-00035-0000,EXTRACT CEPAE FLUID,KGs,200,30/03/20,,As per Procurment request
APPROVED,12594,,9,Procurement,3898,8/11/2019,1001-00036-0000,FENTANYL CITRATE,GMS,7,13/11/19,,ALPRAZOLAM
APPROVED,5830,,3,Electrical,1776,6/12/2018,5115-00019-0000,SMOKE SENSOR OPTICAL ADVANCED ADDRESSABLE IVORY WITH BASE MODEL: HM-PSE-S2 BRAND: MORLEY BY HONEYWELL,NOS,1,12/12/2018,,FOR FIRE ALARM SYSTEM PLOT 59.
APPROVED,7514,,1,Procurement,2000,2/1/2019,1001-00082-0000,TRAMADOL HCL,KGs,80,9/1/2019,,TRAMADOL HCL
APPROVED,24146,,1,,5762,1/4/2022,1001-00046-0000,LACTULOSE LIQUID (67% W/V),KGs,"20,000.00",5/7/2022,,
APPROVED,5806,,1,Procurement,1455,29/10/18,1001-00054-0000,LOSARTAN POTASSIUM,KGs,2,15/11/18,,LOSARTAN POTASSIUM
APPROVED,3226,,1,Procurement,685,27/07/18,1001-00054-0000,LOSARTAN POTASSIUM,KGs,10,3/8/2018,,LOSARTAN POTASSIUM
APPROVED,12583,,6,Procurement,3846,6/11/2019,1001-00060-0000,MIDAZOLAM HCL,KGs,21,12/11/2019,,ALPRAZOLAM
APPROVED,13091,,3,Procurement,3966,18/11/19,1001-00016-0000,CIS ATRACURIUM BESYLATE,KGs,65,31/12/19,,CIS ATRACURIUM BESYLATE
APPROVED,7931,,8,Admin Common,2230,18/03/19,5101-00051-0000,BULBS,NOS,12,21/02/19,,REQUIRED FOR ACL TUNNEL .
APPROVED,1605,,3,Admin Common,465,27/06/18,5101-00051-0000,BULBS,NOS,2,4/7/2018,,ARRANGED PARTS FOR BROOKES POOL VEHICLE SUZUKI HI ROOF # ku-9701
APPROVED,29376,,1,,6782,7/11/2023,1003-00092-0000,POLYSORBATE-80 (TWEEN 80),KGs,10,22/12/23,Rashid Ayub,
APPROVED,6520,,1,Procurement,1689,26/11/18,1006-00005-0000,EUDRAGIT L 30 D-55,KGs,2,3/12/2018,,EUDRAGIT L 30 D-55
APPROVED,29378,,1,,6783,7/11/2023,1003-00123-0000,SODIUM LAURYL SULPHATE,KGs,"4,000.00",10/1/2024,Rashid Ayub,SLS PR for Surgical Scrub
APPROVED,660,,1,,190,24/05/18,1006-00048-0000,ACRYL-EZE WHITE 93O18509,KGs,1,28/05/18,,ISOTRETINOIN
APPROVED,79,,3,,208,24/05/18,4352-00083-0000,SULPHATE RESISTANT CEMENT (SRC),BAG,400,24/04/18,,100ton SRC Loose-SAT project400bags OPC bags- NAL project
APPROVED,10631,,1,Non Sterile - Semi Solid & Liquid (Common),2852,3/7/2019,4351-00001-0000,"WEIGHING SCALE WITH PLATFORM,  MAKE: METTLER TOLEDO, RANGE: 1.0 G - 10.0 KGS",NOS,1,9/7/2019,,WEIGHING SCALE WITH PLATFORM  MAKE: METTLER TOLEDO RANGE: 1.0 G - 10.0 KGS
APPROVED,7945,,10,Directors,2194,18/03/19,5101-00016-0000,ENERGY SAVER 8WATT THREAD TYPE WORM WHITE,NOS,2,28/02/19,,REQUIRED FOR 35/HAlready Purchased
APPROVED,7945,,21,Directors,2194,18/03/19,5101-00027-0000,TUBE LIGHT 36 WATT,NOS,6,28/02/19,,REQUIRED FOR 35/HAlready Purchased
APPROVED,7071,,4,Directors,1903,15/12/18,5101-00040-0000,LED FLOOD LIGHT 100 WATT,NOS,2,21/12/18,,LED FLOOD LIGHT 100 WATT
APPROVED,7931,,3,Warehouse,2230,18/03/19,5102-00006-0000,BATTERY 12 VOLT 120AH,NOS,1,6/2/2019,,REQUIRED FOR ACL TUNNEL .
APPROVED,8966,,1,Electrical,2414,15/04/19,5106-00009-0000,CIRCUIT BREAKER 10 AMP SINGLE POLE,NOS,2,19/04/19,,REQUIRED FOR RENTAL COLD ROOM AND WARE HOUSE BASEMENT COLD ROOM.
APPROVED,1552,,1,Admin Common,447,26/06/18,5108-00021-0000,CABLE COAXIAL RG-6,NOS,3,3/7/2018,,"ALREADY PURCHASED PARTS OF CCTV AGAINST REQ # 172605 , 173217 & 173642 FOR OFFSITE WAREHOUSES & EMERGENCY EXITS OF BROOKES PHARMA "
APPROVED,,,8,Engineering (Common),7235,25/01/24,5112-00011-0000,"HEAT PROOF SLEEVE, SIZE NO. 04, MAKE: GHAZI",NOS,50,1/2/2024,Abuzar Hasani,REQUIRED FOR CHILLER PUMP MOTOR. PLOT-58
APPROVED,5779,,1,Non Sterile - Solid (Common),1447,26/10/18,5113-00020-0000,THERMOCOUPLE K-TYPE SIZE: 6MM,NOS,6,1/11/2018,,FOR ELMAC BLISTER MACHINE.
APPROVED,8997,,1,Sterile (Common),2463,18/04/19,5114-00020-0000,RELAY SOLID STATE 3 PHASE MODEL: LSR-100DA RATING: 100 AMP BRAND: FOTEK-TAIWAN,NOS,2,23/04/19,,REQUIRED FOR GROUND FLOOR STERILE AREA D.H.S.
APPROVED,2158,,1,Packaging (Common),701,30/07/18,5115-00010-0000,PROXIMITY SENSOR,NOS,2,6/8/2018,,REQUIRED FOR PACKAGING DEPARTMENT
APPROVED,5714,,1,Electrical,1453,26/10/18,5122-00080-0000,WATER LEVEL FLOAT SWITCH,NOS,6,31/10/18,,Required for  well water levelWATER LEVEL FLOAT SWITCH
APPROVED,12313,,1,Packaging (Common),3612,21/10/19,5122-00013-0000,ADAPTER 220V OUTPUT 12V DC,NOS,15,25/10/19,,REQUIRED FOR OPTICAL CHECK BOARDS OF MINOXIN AREA
APPROVED,12503,,1,,3683,25/10/19,5122-00155-0000,MODULE S7 200 2A/O MODEL: 6ES7 232-0HB22-0XA0 BRAND: SIEMENS,NOS,2,23/10/19,,
APPROVED,6654,,3,Packaging (Common),1727,30/11/18,5122-00169-0000,SERVO MOTOR MR-J2 BRAND: MITSUBISHI,NOS,1,7/12/2018,,REQUIRED FOR BQS II MACHINE .
APPROVED,5088,,6,Admin Common,1269,8/10/2018,5122-00246-0000,"POWER SUPPLY 12 VOLT, 2 AMP",NOS,16,11/10/2018,,REQUIRED CCTV COMPLETE SYSTEM FOR OFFSITE WAREHOUSE.
APPROVED,19315,,12,,5170,15/03/21,5208-00017-0000,BOLT S.S SIZE: 6MM X 20MM,NOS,34,15/03/21,,
APPROVED,19107,,48,,5155,27/02/21,5213-00001-0000,PRESSURE GAUGE HIGH MANIFOLD,NOS,4,27/02/21,,
APPROVED,,,6,,7148,15/01/24,5222-00019-0000,BALL BEARING 6202 ZZ MAKE: NTN,NOS,8,15/01/24,Abuzar Hasani,
APPROVED,6123,,2,Warehouse,1556,9/11/2018,5224-00005-0000,SHEET S.S SIZE:4' X 8' 18 GAUGE,KGs,30,15/11/18,,URGENTLY REQUIRED FOR WAREHOUSE
APPROVED,3084,,2,Warehouse,846,13/08/18,5224-00005-0000,SHEET S.S SIZE:4' X 8' 18 GAUGE,KGs,30,31/07/18,,URGENTLY REQUIRED FOR WAREHOUSE.
APPROVED,4555,,2,Electrical,1056,14/09/18,5224-00026-0000,SHEET TEFLON,NOS,1,20/09/18,,HEATERfor Impulse sealer machine fist floor packaging.
APPROVED,28682,,55,Engineering (Common),6665,7/9/2023,5227-00002-0000,"TAPE COTTON , SIZE: 1''",NOS,24,8/8/2023,,URGENTLY REQUIRED REPLACEMENT OF PART AT GEL MACHINE. PACKAGING DEPARTMENT
APPROVED,13941,,187,,4468,14/01/20,5231-00031-0000,V.BELT 230H PYODINE,NOS,6,14/01/20,,
APPROVED,13941,,191,,4468,14/01/20,5231-00040-0000,V.BELT A-23 (TIME),NOS,6,14/01/20,,
APPROVED,13723,,6,Corporate Image,4359,31/12/19,5232-00064-0000,SPRING VALVE FOR DONKY PUMP,NOS,1,3/1/2020,,REQUIRED FOR REPAIRING OF WATER PUMP AT BROOKES ROUNDABOUT
APPROVED,433,,1,,178,24/05/18,5234-00124-0000,ALUMINIUM FIXED FRAME,SFT,198,15/05/18,,Required for Office Room construction at Rental Warehouse 30K
APPROVED,6301,,2,Civil,1623,15/11/18,5234-00206-0000,DOOR LOCK,NOS,1,21/11/18,,REPAIR AND MAINTENANCE WORK DONE OF DIFFERENT DEPARTMENTS AT BROOKES
APPROVED,26175,,4,Admin Common,6185,9/1/2023,5234-00213-0000,SPRAY PAINT SILVER BRIDE,NOS,1,7/12/2022,,"ARRANGED REPAIR & MAINTENANCE OF SUZUKI CULTUS (BMP-894) 90,000 KMS, RESEND AFTER DISCUSSION WITH AUDIT AND SC DP'T  (DELAYED DUE TO ASSET TRANSFER AND TAG ISSUE)"
APPROVED,9038,,1,Non Sterile - Solid (Common),2509,24/04/19,5234-00225-0000,GMP FLOOR TRAP S.S.,NOS,3,26/04/19,,REQUIRED FOR NON-STERILE AREA FLOOR DRAIN
APPROVED,1601,,12,Admin Common,464,27/06/18,5234-00375-0000,MOUNT STABLIZER BAR,NOS,2,4/7/2018,,ARRANGED PARTS FOR SUZUKI MEHRAN # AXE-715 (MR. REHAN ISLAM)
APPROVED,28715,,15,Non Sterile - Semi Solid & Liquid (Common),6675,7/9/2023,5234-00297-0000,FERRULE S.S. SIZE: 32 MM WITH CLAPM & SEAL,NOS,6,21/07/23,,URGENTLY REQUIRED REPLACEMENT OF PART AT LABELING MACHINE CEPH STERILE PRODUCTION.  
APPROVED,5788,,5,Utilities,1442,26/10/18,5234-00406-0000,"WIRE BRUSH SIZE: 1.25""",NOS,1,2/11/2018,,REQUIRED FOR BOILER MAINTENANCE 
APPROVED,26155,,83,,5981,3/10/2022,5301-00016-0000,RECONDITIONED A/C COMPRESSOR 1.5 TON SINGLE PHASE 60 LRA,NOS,2,3/10/2022,,
APPROVED,7922,,68,Q.C Lab (Analytical),2203,18/03/19,5304-00003-0000,SHEET G.I. METAL DUCTING 22SWG,SFT,60,8/2/2019,,REQUIRED FOR FABRICATION OF BASE FOR ENCAPSULATION PACKAGING UNIT
APPROVED,14919,,19,,4649,30/04/20,5304-00089-0000,"CAPILLARY TUBE COPPER 1/8""",NOS,85,30/04/20,,
APPROVED,14919,,21,,4649,30/04/20,5304-00109-0000,"COPPER PIPE 1/4""",NOS,87,30/04/20,,
APPROVED,5275,,1,Admin Common,1304,11/10/2018,5403-00012-0000,BUSH SPRING SHACKLE,NOS,10,17/10/18,,"ARRANGED AUTO PARTS FOR ADMIN POOL  VEHICLE SUZUKI HI-ROOF CW-1069 (104,141KM)."
APPROVED,3766,,6,Utilities,854,15/08/18,5404-00039-0000,"ELBOW SIZE: 2"" HEAT PROOF",NOS,12,20/08/18,,URGENTLY REQUIRED FOR TAP WATER LINE OF COOLING TOWER.
APPROVED,,,47,,7032,5/12/2023,5413-00005-0000,SIDE PILLAR COCK,NOS,6,5/12/2023,Abuzar Hasani,
APPROVED,,,6,,6046,1/12/2022,6205-00006-0000,BRAKE SHOE TOYOTA,NOS,5,1/12/2022,,
APPROVED,,,5,,6046,1/12/2022,6205-00011-0000,BRAKE PAD REAR TOYOTA,SET,6,1/12/2022,,
APPROVED,6253,,8,Admin Common,1754,3/12/2018,6205-00013-0000,GEAR OIL,LTR,2,10/12/2018,,ARRANGED AUTO PARTS FOR VEHICLE  SUZUKI MEHRAN AXE-459 MS TANVEER ASRAR (86882KM).
APPROVED,3766,,7,Utilities,854,15/08/18,5413-00042-0000,"HOOK G.I SIZE: 2""",NOS,12,20/08/18,,URGENTLY REQUIRED FOR TAP WATER LINE OF COOLING TOWER.
APPROVED,7909,,612,Canteen,2221,18/03/19,6151-00022-0000,VIM,NOS,12,29/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,5470,,2,Admin Common,1365,17/10/18,6151-00031-0000,TOILET CLEANER BRAND: HARPIC,BTL,1,23/10/18,,REQUIRED FOR  HEAD OFFICE
APPROVED,27852,,265,Admin Common,6453,5/6/2023,6151-00032-0000,HAND WASH TEPOL,LTR,350,11/4/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,6404,,1,Directors,1675,21/11/18,6151-00033-0000,FLOOR WASH TEPOL,LTR,60,27/11/18,,REQUIRED FOR 35/H
APPROVED,13059,,7,Admin Common,3973,18/11/19,6153-00014-0000,TROUSER & SHIRT WITH CAP (GMP),SET,27,21/11/19,,Required uniforms for the period of 2020-21.
APPROVED,10720,,21,Admin Common,2966,18/07/19,6153-00014-0000,TROUSER & SHIRT WITH CAP (GMP),SET,210,22/07/19,,Required uniforms for all departments for the period of 2019-2020.
APPROVED,,,4,,7072,2/1/2024,6153-00020-0000,CANVAS SHOES GENTS,PRS,21,9/1/2024,Abuzar Hasani,Required shoes for the period Jan-Jun 2024
APPROVED,1605,,9,Admin Common,465,27/06/18,6202-00014-0000,FUEL FILTER,NOS,1,4/7/2018,,ARRANGED PARTS FOR BROOKES POOL VEHICLE SUZUKI HI ROOF # ku-9701
APPROVED,19315,,51,,5170,15/03/21,6202-00016-0000,OIL FILTER (FOR SUZUKI MEHRAN 800CC),NOS,12,15/03/21,,
APPROVED,8165,,89,Admin Common,2220,18/03/19,6204-00001-0000,TYRE RADIAL,NOS,2,18/02/19,,Fixing quarter glass of Suzuki Mehran BMU-690 (Ms.Nabila) 17788
APPROVED,13327,,3,Sterile (Common),4183,12/12/2019,6254-00032-0000,NON-RETURN GLASS VALVE 5ML - 10ML (BLUE),NOS,30,9/12/2019,,For sterile liquid section
APPROVED,8165,,61,Admin Common,2220,18/03/19,6205-00044-0000,MIRROR ASSY,NOS,1,19/02/19,,Fixing quarter glass of Suzuki Mehran BMU-690 (Ms.Nabila) 17788
APPROVED,8165,,62,Admin Common,2220,18/03/19,6205-00044-0000,MIRROR ASSY,NOS,1,20/02/19,,Fixing quarter glass of Suzuki Mehran BMU-690 (Ms.Nabila) 17788
APPROVED,5618,,1,Admin Common,1428,25/10/18,6205-00044-0000,MIRROR ASSY,NOS,1,29/10/18,,ARRANGED MIRROR ASSY FOR VEHICLE SUZUKI MEHRAN BND-312 Mr. REHAN ISLAM(2500KM).
APPROVED,1601,,11,Admin Common,464,27/06/18,6205-00050-0000,GEAR LEVER BUSH KIT,NOS,1,4/7/2018,,ARRANGED PARTS FOR SUZUKI MEHRAN # AXE-715 (MR. REHAN ISLAM)
APPROVED,1605,,10,Admin Common,465,27/06/18,6205-00058-0000,SPARK PLUG,NOS,3,4/7/2018,,ARRANGED PARTS FOR BROOKES POOL VEHICLE SUZUKI HI ROOF # ku-9701
APPROVED,1595,,11,Admin Common,460,27/06/18,6205-00058-0000,SPARK PLUG,NOS,3,4/7/2018,,ARRANGED PARTS FOR SUZUKI MEHRAN # AXF-208 (MS. NABILA FATIMA)
APPROVED,1556,,3,Admin Common,951,5/9/2018,6205-00070-0000,CLUTCH WIRE FOR VEHICLE,NOS,1,3/7/2018,,ARRANGED PARTS FOR BANGLOW VEHICLES 
APPROVED,1601,,9,Admin Common,464,27/06/18,6205-00070-0000,CLUTCH WIRE FOR VEHICLE,NOS,1,4/7/2018,,ARRANGED PARTS FOR SUZUKI MEHRAN # AXE-715 (MR. REHAN ISLAM)
APPROVED,1595,,6,Admin Common,460,27/06/18,6205-00070-0000,CLUTCH WIRE FOR VEHICLE,NOS,1,4/7/2018,,ARRANGED PARTS FOR SUZUKI MEHRAN # AXF-208 (MS. NABILA FATIMA)
APPROVED,27502,,70,,6338,2/3/2023,6253-00002-0000,Syringe Disposable 5Cc,NOS,500,2/3/2023,,
APPROVED,5734,,2,Mechanical,1449,26/10/18,6254-00011-0000,GAS OXYGEN CYLINDER,NOS,2,1/11/2018,,REQUIRED FOR MECHANICAL DEPARTMENT- ENGINEERING DEPARTMENT
APPROVED,26948,,14,Utilities,6446,5/6/2023,6254-00015-0000,GAS ACETYLENE CYLINDER (BIG),NOS,2,21/04/23,,REQUIRED FOR COMPANY GENERATORS/ BOILER/ CHILLER.
APPROVED,3600,,1,Sterile (Common),780,7/8/2018,6254-00024-0000,GAS OXYGEN CYLINDER (SMALL),NOS,1,14/08/18,,GAS OXYGEN CYLINDER (SMALL)
APPROVED,26469,,1,Mechanical,6195,9/1/2023,6254-00025-0000,GAS ARGON CYLINDER FOR WELDING,NOS,1,18/11/22,,REQUIRED FOR FABRICATION WORK - ENGINEERING WORKSHOP
APPROVED,7917,,10,Sterile (Common),2217,18/03/19,6254-00105-0000,STAINLESS STEEL NAME PLATE,JOB,31,4/2/2019,,For cephalosporin area
APPROVED,26155,,90,,5981,3/10/2022,6254-00107-0000,SHRINK WRAP ROLL,NOS,50,3/10/2022,,
APPROVED,29440,,2,Admin Common,6845,28/11/23,6255-00001-0000,OIL PAINT,NOS,5,21/11/23,,"REQUIRED PAINT FOR BROOKES.(AS PREVIOUS POs # 17048 , 16969 , 17508 have cancelled by SCD)."
APPROVED,28130,,1,Packaging (Common),6452,5/6/2023,6255-00003-0000,GYPSUM FALSE CEILLING,SFT,"1,240.00",17/04/23,,REQUIRED SAND FOR CIVIL WORK IN BROOKES
APPROVED,3601,,1,Sterile (Common),782,7/8/2018,6254-00064-0000,GAS NITROGEN CYLINDER,NOS,1,14/08/18,,GAS NITROGEN CYLINDER
APPROVED,,,6,Utilities,7084,3/1/2024,6254-00065-0000,DIESEL,LTR,"12,500.00",5/1/2024,Atif Salam,For Standby Generators
APPROVED,26948,,7,Engineering (Common),6446,5/6/2023,6254-00065-0000,DIESEL,LTR,"5,000.00",20/01/23,,REQUIRED FOR COMPANY GENERATORS/ BOILER/ CHILLER.
APPROVED,26948,,2,Engineering (Common),6446,5/6/2023,6254-00065-0000,DIESEL,LTR,"2,000.00",20/01/23,,REQUIRED FOR COMPANY GENERATORS/ BOILER/ CHILLER.
APPROVED,28727,,703,Corporate Image,6674,7/9/2023,6254-00071-0000,WATER TANKER,NOS,4,15/08/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,705,Admin Common,6674,7/9/2023,6254-00071-0000,WATER TANKER,NOS,16,18/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,580,Admin Common,6453,5/6/2023,6254-00071-0000,WATER TANKER,NOS,1,25/04/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,584,Admin Common,6453,5/6/2023,6254-00071-0000,WATER TANKER,NOS,10,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,26701,,1,Admin Common,6239,9/1/2023,6254-00071-0000,WATER TANKER,NOS,1,14/12/22,,ARRANGED WATER TANKERS FOR BROOKES PHARMA DURING THE MONTH OF NOV-2022.
APPROVED,8055,,45,Directors,2233,18/03/19,6254-00071-0000,WATER TANKER,NOS,5,21/03/19,,WATER TANKER
APPROVED,7083,,2,Directors,1902,15/12/18,6254-00071-0000,WATER TANKER,NOS,30,21/12/18,,WATER TANKER
APPROVED,,,3,,7272,30/01/24,6303-00067-0000,TONER CARTRIDGE FOR HP LASERJET PRO M12W (79A),NOS,15,6/2/2024,Atif Salam,TONER FOR I.T INVENTORY
APPROVED,28473,,4,Networking,6677,7/9/2023,6303-00071-0000,TONER HP LASERJET PRO MFP M130FW (17A),NOS,5,26/07/23,,Toners Required
APPROVED,26637,,5,Quality Control (Common),6164,9/1/2023,6401-00002-0000,ACETONITRILE,LTR,150,8/12/2022,Atif Salam,METHANOL HPLC GRADE
APPROVED,6589,,2,Quality Control (Common),1769,4/12/2018,6401-00002-0000,ACETONITRILE,LTR,120,5/12/2018,,METHANOL HPLC GRADE
APPROVED,,,7,,7272,30/01/24,6303-00004-0000,TONNER FOR HP LASERJET 1020 PRINTER (12A),NOS,5,6/2/2024,Atif Salam,TONER FOR I.T INVENTORY
APPROVED,,,2,,7272,30/01/24,6303-00024-0000,TONNER FOR HP LASERJET PRO 400 M401N (80A),NOS,10,6/2/2024,Atif Salam,TONER FOR I.T INVENTORY
APPROVED,28473,,3,Networking,6677,7/9/2023,6303-00025-0000,TONER HP LASERJET PRO 402 M402DN (26A),NOS,20,26/07/23,,Toners Required
APPROVED,8007,,1,Quality Control (Common),2193,18/03/19,6401-00029-0000,ACILA WATER ( B.E.T FREE WATER),LTR,3,11/2/2019,,ACILA WATER ( B.E.T FREE WATER)
APPROVED,4326,,1,Quality Control (Common),1002,7/9/2018,6401-00029-0000,ACILA WATER ( B.E.T FREE WATER),LTR,2,7/9/2018,,ACILA WATER ( B.E.T FREE WATER)
APPROVED,5342,,1,Quality Control (Common),1316,11/10/2018,6402-00016-0000,1-HEPTANE SULPOHONIC ACID SODIUM SALT,GMS,100,18/10/18,Atif Salam,SODIUM SULPHATE ANHYDROUS
APPROVED,7343,,6,Quality Control (Common),1945,19/12/18,6402-00043-0000,TIRON,GMS,50,26/12/18,,TIRON
APPROVED,6414,,1,Quality Control (Common),1767,4/12/2018,6402-00051-0000,FLUID THIOGLYCOLATE MEDIUM,GMS,"2,500.00",27/11/18,Atif Salam,TRYPTIC SOYA AGAR
APPROVED,1347,,1,Admin Common,398,20/06/18,7001-00018-0000,FIRE EXTINGUISHER,NOS,1,27/06/18,,REQUIRED FIRE EXTINGUISHERS FOR REFILLING HUB 
APPROVED,,,1,,7311,2/2/2024,1307-00056-1002,STICKER PYODINE SURGICAL SCRUB 450ml - Local Pack C/P,NOS,"50,000.00",28/02/24,Rashid Ayub,
APPROVED,,,4,,7289,31/01/24,1309-00092-1001,INSERT ACURON INJECTION - (ND) - Common Material,NOS,"50,000.00",20/02/24,Rashid Ayub,
APPROVED,28654,,8,Quality Control (Common),6668,7/9/2023,6101-00001-0000,UNITED STATE PHARMACOPOEIA,NOS,1,9/8/2023,,RIBBON PRINTER MODEL: ERC-09 BRAND: EPSON
APPROVED,29458,,27,Canteen,6899,28/11/23,6351-00001-0000,MILK FRESH,LTR,80,21/11/23,,CASH PURCHASED FOR CANTEEN FROM 01-11-2023 TILL 03-11-2023.
APPROVED,29131,,44,Canteen,6884,28/11/23,6351-00001-0000,MILK FRESH,LTR,78,17/10/23,,CASH PURCHASED FOR CANTEEN FROM 01-10-2023 TILL 05-10-2023.
APPROVED,29367,,36,Canteen,6851,28/11/23,6351-00001-0000,MILK FRESH,LTR,80,14/11/23,,CASH PURCHASED FOR CANTEEN FROM 24-10-2023 TILL 31-10-2023.
APPROVED,28727,,436,Canteen,6674,7/9/2023,6351-00001-0000,MILK FRESH,LTR,85,8/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,432,Canteen,6674,7/9/2023,6351-00001-0000,MILK FRESH,LTR,85,24/08/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,409,Canteen,6674,7/9/2023,6351-00001-0000,MILK FRESH,LTR,26,3/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,356,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,40,15/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,323,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,15,15/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,310,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,10,15/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,358,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,60,15/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,315,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,10,15/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,343,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,15,19/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
